label,text,fullname,replies,retweet,likes
REAL,"প্রতি দশজনের একজনের ডায়াবেটিস এবং প্রতি চারজনের একজনের উচ্চ-রক্তচাপ। ২০২৫’এ বা ২০৩০’এ এ সংখ্যা কোথায় গিয়ে দাঁড়াবে?
কতভাগ মানুষ শরীরচর্চা বা ব্যায়াম করেন কোন হিসেব আছে?",,,,
REAL,"মায়ের দুধ যথেষ্ট পাচ্ছে না, এ ধরনের ভুল ধারণা থেকে প্রথম শিশুকে ফিডারে খাওয়ানো শুরু হয়। শুধু এ কারণেই শিশুরা কানপাকা, অ্যাজমা, ডায়াবেটিস, একজিমা, নিউমোনিয়া, অতিরিক্ত ওজন, প্রথম বছর বয়সে হঠাৎ মৃত্যু, শিশু বয়সের ক্যানসারসহ নানা রকম স্বাস্থ্যঝুঁকিতে পড়ে। ",,,,
FAKE,শুধু রাতে এটা লাগিয়ে রাখুন ডায়াবেটিস চিরতরে খতম হয়ে যাবে | diabetes ar ilaj https://youtu.be/XmstNanZx88 ,,,,
REAL,ডায়াবেটিস নিয়ন্ত্রণে রাখে যেসব খাবার | 507528|| Bangladesh Pratidin,,,,
REAL,ডায়াবেটিস নিয়ে ৫টি ভুল ধারণা আপনি জানেন তো,,,,
REAL,ডায়াবেটিস সম্পর্কে বিস্তারিত জানুন বুঝুন মানুন সুস্থ থাকুন,,,,
FAKE,বাসি রুটি নিয়ন্ত্রন রাখবে আপনার ডায়াবেটিস!,,,,
REAL,#জেনে নিন ডায়াবেটিস নিয়ন্ত্রণে কি করবেন । টাইপ-১ --টাইপ-২ ডায়াবেটিস নিয়ন,,,,
REAL,"ডায়াবেটিস রোগীদের জন্য সুখবর, দীর্ঘ সফরকালে সঙ্গে রাখুন ‘পোর্টেবল ইনসুলিন কুলার’ ",,,,
REAL,ডায়াবেটিস আক্রান্ত রোগীদের প্রতিনিয়ত সুন্দরভাবে বেঁচে থাকার সাহস ও উৎসাহ যুগিয়ে আসছেন ডাঃ ডিসি রায় -এমপি মনোরঞ্জন শীল গোপাল,,,,
REAL,ডায়াবেটিস ও কোলেস্টেরল নিয়ন্ত্রণে করলা চা,,,,
REAL,যেসব লক্ষণ দেখা দিলে ডায়াবেটিস পরীক্ষা করাবেন,,,,
REAL,করোনার ঝুঁকি কমাতে ডায়াবেটিস রোগীরা যে নিয়ম গুলো মেনে চলবেন,,,,
REAL,"মায়ের দুধ যথেষ্ট পাচ্ছে না, এ ধরনের ভুল ধারণা থেকে প্রথম শিশুকে ফিডারে খাওয়ানো শুরু হয়। শুধু এ কারণেই শিশুরা কানপাকা, অ্যাজমা, ডায়াবেটিস, একজিমা, নিউমোনিয়া, অতিরিক্ত ওজন, প্রথম বছর বয়সে হঠাৎ মৃত্যু, শিশু বয়সের ক্যানসারসহ নানা রকম স্বাস্থ্যঝুঁকিতে পড়ে। pic.twitter.com/eJzBhDNhhe",,,,
REAL,#জেনে নিন ডায়াবেটিস নিয়ন্ত্রণে কি করবেন । টাইপ-১ --টাইপ-২ ডায়াবেটিস নিয়ন via @YouTube,,,,
REAL,"ডায়াবেটিস রোগীদের জন্য সুখবর, দীর্ঘ সফরকালে সঙ্গে রাখুন ‘পোর্টেবল ইনসুলিন কুলার’ https://saanko.net/",,,,
REAL,ডায়াবেটিস আক্রান্ত রোগীদের প্রতিনিয়ত সুন্দরভাবে বেঁচে থাকার সাহস ও উৎসাহ যুগিয়ে আসছেন ডাঃ ডিসি রায় -এমপি মনোরঞ্জন শীল গোপাল https://sabujbanglanews.com/,,,,
REAL,ডায়াবেটিস রোগীরা যেভাবে বাঁচবেন করোনা থেকে,,,,
REAL,যেসব লক্ষণ দেখা দিলে ডায়াবেটিস পরীক্ষা করাবেন,,,,
REAL,on @YouTube: ডায়াবেটিস ও করোনা ভাইরাস এর হাত থেকে বাঁচার দোয়া | হাফেজ মাওলানা মুফতি শরিফুল ইসলাম মাহমুদি Saym TV https://youtu.be/gYz9Arisqq8 ,,,,
REAL,"কেরালায় স্থূলতার বিরুদ্ধে লড়াই ডায়াবেটিস নিরাময় এবং অন্যান্য লাইফস্টাইল ডিজিজের হোস্ট
নিবন্ধ পড়ুন: https://bit.ly/2Tv2B7Y 
কোন প্রশ্নের জন্য
এখানে যান: https://bit.ly/2S0AefY 
#কেরালায়স্থূলত্বেরশল্যচিকিত্সা #কেরালায়স্থূলত্বেরশল্যচিকিত্সারব্যয়",,,,
REAL,ডায়াবেটিস কমাতে পেঁয়াজ,,,,
REAL,করোনার ঝুঁকি কমাতে ডায়াবেটিস রোগীরা যা করবেন করোনার ঝুঁকি কমাতে ডায়াবেটিস রোগীরা যা করবেন,,,,
REAL,"বর্তমান বিশ্বে ডায়াবেটিস একটি আতঙ্কের নাম। বিশ্বব্যাপী ক্রমশ ডায়াবেটিসে আক্রান্ত ব্যক্তির সংখ্যা বৃদ্ধি পাচ্ছে। একটি গবেষণায় দেখা গেছে, গত ৫০ বছরে এই রোগে আক্রান্ত ব্যক্তির সংখ্যা ৭০০ শতাংশ বৃদ্ধি পেয়েছে। বিস্তারিত পড়ুন - https://thedhakatimes.com/84579/the-deadly-physical-problems-that-can-be-caused-by-diabetes/ …",,,,
